,blueGoldDiff,blueExperienceDiff,blueGoldPerMin,blueTotalGold,blueTotalExperience,blueAvgLevel,blueKills,redDeaths,blueAssists,blueTotalMinionsKilled,blueCSPerMin,blueEliteMonsters,blueDragons,blueFirstBlood,redFirstBlood,redDragons,redTotalMinionsKilled,redCSPerMin,redEliteMonsters,redAssists,blueDeaths,redKills,redAvgLevel,redTotalExperience,redTotalGold,redGoldPerMin,redExperienceDiff,redGoldDiff,blueWins
3798,-4063,-2598,1483.4,14834,17374,7.0,2,2,2,198,19.8,0,0,0,1,0,243,24.3,0,12,12,12,7.4,19972,18897,1889.7,2598,4063,0
3799,2861,1432,1924.6,19246,19668,7.2,12,12,16,231,23.1,0,0,0,1,0,213,21.3,0,5,7,7,6.8,18236,16385,1638.5,-1432,-2861,1
3800,940,503,1709.1,17091,17740,6.8,9,9,12,214,21.4,2,1,1,0,0,210,21.0,0,6,7,7,6.8,17237,16151,1615.1,-503,-940,1
3801,-5226,-3701,1380.3,13803,15972,6.4,2,2,3,181,18.1,1,1,0,1,0,259,25.9,1,9,8,8,7.2,19673,19029,1902.9,3701,5226,0
3802,-264,315,1648.5,16485,19097,7.2,4,4,3,250,25.0,2,1,1,0,0,233,23.3,0,9,6,6,7.2,18782,16749,1674.9,-315,264,1
3803,-1187,-1561,1487.6,14876,18374,7.0,2,2,0,218,21.8,0,0,0,1,1,222,22.2,1,3,4,4,7.4,19935,16063,1606.3,1561,1187,0
3804,2264,1006,1759.4,17594,18431,7.0,6,6,6,237,23.7,0,0,1,0,0,190,19.0,0,5,5,5,6.8,17425,15330,1533.0,-1006,-2264,1
3805,-2725,-2117,1623.0,16230,17275,6.8,6,6,9,225,22.5,0,0,0,1,1,221,22.1,1,12,11,11,7.0,19392,18955,1895.5,2117,2725,0
3806,-251,231,1523.9,15239,18213,7.2,4,4,3,222,22.2,1,1,1,0,0,213,21.3,1,6,4,4,6.8,17982,15490,1549.0,-231,251,1
3807,-3023,-3630,1624.7,16247,16555,6.6,8,8,7,189,18.9,0,0,1,0,0,244,24.4,0,9,12,12,7.6,20185,19270,1927.0,3630,3023,0
3808,-375,180,1522.3,15223,18081,6.8,4,4,4,216,21.6,0,0,1,0,1,226,22.6,1,7,5,5,7.2,17901,15598,1559.8,-180,375,0
3809,-1367,-1526,1609.9,16099,18159,7.0,5,5,2,244,24.4,1,1,1,0,0,197,19.7,1,9,9,9,7.4,19685,17466,1746.6,1526,1367,0
3810,3828,2549,1794.0,17940,19752,7.4,9,9,8,224,22.4,0,0,1,0,1,200,20.0,1,3,3,3,6.8,17203,14112,1411.2,-2549,-3828,1
3811,-194,459,1565.2,15652,19647,7.6,2,2,0,270,27.0,0,0,1,0,1,276,27.6,1,2,2,2,7.0,19188,15846,1584.6,-459,194,0
3812,1926,2400,1816.1,18161,19168,7.0,9,9,8,213,21.3,1,1,1,0,0,202,20.2,0,9,6,6,6.8,16768,16235,1623.5,-2400,-1926,0
3813,-3535,-3197,1356.9,13569,14129,6.0,2,2,1,165,16.5,0,0,0,1,1,215,21.5,2,11,9,9,7.0,17326,17104,1710.4,3197,3535,0
3814,1831,994,1804.8,18048,18082,7.2,8,8,9,242,24.2,0,0,0,1,1,218,21.8,2,11,7,7,6.8,17088,16217,1621.7,-994,-1831,1
3815,-190,-576,1704.6,17046,18406,7.2,6,6,2,197,19.7,1,1,0,1,0,229,22.9,1,5,7,7,7.2,18982,17236,1723.6,576,190,0
3816,744,878,1664.7,16647,19826,7.4,4,4,6,227,22.7,1,1,0,1,0,242,24.2,0,2,3,3,7.0,18948,15903,1590.3,-878,-744,1
3817,-152,71,1628.3,16283,18397,7.0,6,6,8,228,22.8,1,1,1,0,0,253,25.3,0,8,5,5,6.8,18326,16435,1643.5,-71,152,1
3818,7621,4647,2243.3,22433,20086,7.4,15,15,16,230,23.0,0,0,1,0,1,192,19.2,1,9,4,4,6.4,15439,14812,1481.2,-4647,-7621,1
3819,1043,-1408,1542.9,15429,16480,6.8,5,5,9,202,20.2,0,0,1,0,0,203,20.3,0,3,2,2,6.8,17888,14386,1438.6,1408,-1043,0
3820,-1289,-1384,1623.9,16239,17518,7.0,8,8,8,186,18.6,0,0,0,1,1,204,20.4,1,8,10,10,7.0,18902,17528,1752.8,1384,1289,0
3821,3419,4709,1822.8,18228,19423,7.2,10,10,11,250,25.0,0,0,1,0,1,193,19.3,1,2,4,4,6.2,14714,14809,1480.9,-4709,-3419,1
3822,-851,-115,1698.3,16983,18017,7.0,5,5,9,238,23.8,1,1,1,0,0,228,22.8,1,5,5,5,6.8,18132,17834,1783.4,115,851,0
3823,1484,469,1695.7,16957,18220,7.0,8,8,10,204,20.4,0,0,0,1,0,226,22.6,0,3,5,5,6.6,17751,15473,1547.3,-469,-1484,1
3824,3833,2849,1896.2,18962,20021,7.6,13,13,13,207,20.7,1,1,1,0,0,203,20.3,1,3,4,4,6.8,17172,15129,1512.9,-2849,-3833,1
3825,993,783,1688.8,16888,17236,6.8,9,9,15,200,20.0,1,1,0,1,0,206,20.6,0,7,5,5,6.4,16453,15895,1589.5,-783,-993,0
3826,-3416,-2347,1499.3,14993,16201,6.4,4,4,5,208,20.8,0,0,0,1,1,206,20.6,1,12,10,10,7.2,18548,18409,1840.9,2347,3416,0
3827,143,-603,1607.6,16076,14942,6.2,8,8,10,181,18.1,1,1,1,0,0,178,17.8,0,18,9,9,6.4,15545,15933,1593.3,603,-143,1
3828,3332,2410,1700.7,17007,19713,7.4,6,6,4,242,24.2,0,0,1,0,1,194,19.4,1,2,1,1,6.8,17303,13675,1367.5,-2410,-3332,1
3829,-1208,-2526,1600.0,16000,16023,6.4,6,6,7,212,21.2,1,1,0,1,0,210,21.0,0,13,8,8,7.2,18549,17208,1720.8,2526,1208,0
3830,-217,571,1602.1,16021,18017,6.8,4,4,4,209,20.9,1,0,1,0,1,236,23.6,1,6,5,5,6.8,17446,16238,1623.8,-571,217,0
3831,1421,-792,1734.5,17345,18111,7.0,8,8,9,183,18.3,0,0,0,1,1,207,20.7,1,4,5,5,7.0,18903,15924,1592.4,792,-1421,1
3832,1642,1965,1797.6,17976,18454,7.4,10,10,13,176,17.6,0,0,0,1,1,195,19.5,1,5,6,6,6.4,16489,16334,1633.4,-1965,-1642,0
3833,-1590,-1867,1685.3,16853,18059,7.0,6,6,9,225,22.5,0,0,0,1,1,242,24.2,1,9,10,10,7.2,19926,18443,1844.3,1867,1590,0
3834,286,-12,1630.0,16300,18376,7.0,7,7,6,226,22.6,1,0,1,0,1,239,23.9,1,2,3,3,6.8,18388,16014,1601.4,12,-286,0
3835,1930,793,1641.7,16417,18579,7.0,4,4,3,248,24.8,1,1,1,0,0,257,25.7,0,1,1,1,6.8,17786,14487,1448.7,-793,-1930,1
3836,2887,2085,1746.6,17466,17536,6.8,7,7,5,239,23.9,1,1,1,0,0,174,17.4,0,7,5,5,6.2,15451,14579,1457.9,-2085,-2887,0
3837,2594,2485,1983.0,19830,19377,7.2,14,14,13,217,21.7,1,1,0,1,0,185,18.5,0,9,9,9,6.6,16892,17236,1723.6,-2485,-2594,1
3838,897,366,1672.6,16726,18564,7.0,6,6,9,234,23.4,0,0,0,1,1,214,21.4,1,2,4,4,7.0,18198,15829,1582.9,-366,-897,0
3839,778,548,1716.2,17162,18004,7.0,9,9,9,193,19.3,0,0,1,0,1,200,20.0,1,14,6,6,7.0,17456,16384,1638.4,-548,-778,0
3840,4778,4324,1953.5,19535,19835,7.4,13,13,12,231,23.1,1,1,1,0,0,173,17.3,0,5,5,5,6.2,15511,14757,1475.7,-4324,-4778,1
3841,-81,882,1551.4,15514,18840,7.2,4,4,4,235,23.5,0,0,0,1,0,261,26.1,0,1,2,2,7.0,17958,15595,1559.5,-882,81,1
3842,344,1298,1600.8,16008,19253,7.2,4,4,4,247,24.7,0,0,1,0,0,264,26.4,0,2,1,1,7.0,17955,15664,1566.4,-1298,-344,1
3843,2483,2299,1698.1,16981,19106,7.2,7,7,9,232,23.2,0,0,1,0,1,190,19.0,1,3,3,3,6.6,16807,14498,1449.8,-2299,-2483,1
3844,-2208,-2862,1472.2,14722,17262,6.6,4,4,4,190,19.0,0,0,0,1,1,210,21.0,2,4,8,8,7.6,20124,16930,1693.0,2862,2208,0
3845,-1425,-1296,1571.5,15715,17843,7.0,5,5,3,237,23.7,0,0,0,1,0,228,22.8,0,9,7,7,7.4,19139,17140,1714.0,1296,1425,1
3846,-281,110,1610.2,16102,19258,7.2,3,3,2,257,25.7,0,0,0,1,1,251,25.1,1,4,5,5,7.0,19148,16383,1638.3,-110,281,0
3847,-2000,-1473,1499.1,14991,17681,7.0,5,5,1,180,18.0,0,0,1,0,1,208,20.8,1,6,7,7,7.2,19154,16991,1699.1,1473,2000,0
3848,3021,347,1937.9,19379,18120,7.0,11,11,14,215,21.5,0,0,1,0,0,186,18.6,0,8,7,7,6.8,17773,16358,1635.8,-347,-3021,1
3849,2294,1989,1710.1,17101,17725,7.0,8,8,8,214,21.4,0,0,0,1,1,182,18.2,2,6,3,3,6.4,15736,14807,1480.7,-1989,-2294,1
3850,2478,1105,1718.6,17186,19734,7.0,4,4,4,263,26.3,0,0,1,0,1,209,20.9,2,3,2,2,7.0,18629,14708,1470.8,-1105,-2478,1
3851,-90,982,1511.5,15115,19609,7.2,3,3,1,219,21.9,1,1,0,1,0,213,21.3,1,1,4,4,7.2,18627,15205,1520.5,-982,90,1
3852,1210,1410,1612.7,16127,17245,6.8,4,4,6,235,23.5,2,1,0,1,0,191,19.1,0,3,5,5,6.4,15835,14917,1491.7,-1410,-1210,1
3853,-3473,-1314,1544.5,15445,16320,6.4,6,6,9,188,18.8,0,0,0,1,0,217,21.7,0,11,10,10,6.8,17634,18918,1891.8,1314,3473,1
3854,-627,-998,1658.5,16585,18064,7.0,8,8,8,207,20.7,0,0,0,1,0,222,22.2,0,4,7,7,7.2,19062,17212,1721.2,998,627,0
3855,671,881,1578.8,15788,18264,6.8,4,4,7,243,24.3,1,1,1,0,0,228,22.8,0,5,4,4,7.0,17383,15117,1511.7,-881,-671,0
3856,567,-8,1740.0,17400,19175,7.4,7,7,5,239,23.9,1,1,1,0,0,237,23.7,0,10,7,7,7.2,19183,16833,1683.3,8,-567,1
3857,-3421,-2978,1415.7,14157,16183,6.4,2,2,3,198,19.8,1,0,1,0,1,238,23.8,1,10,9,9,7.2,19161,17578,1757.8,2978,3421,0
3858,-415,1224,1499.2,14992,18110,6.8,2,2,5,226,22.6,1,0,1,0,1,222,22.2,1,5,3,3,6.6,16886,15407,1540.7,-1224,415,0
3859,946,357,1718.2,17182,18530,7.2,7,7,6,243,24.3,1,0,1,0,1,228,22.8,1,5,5,5,7.0,18173,16236,1623.6,-357,-946,0
3860,846,-1893,1642.6,16426,17766,6.8,7,7,7,187,18.7,1,0,1,0,1,231,23.1,1,0,5,5,7.4,19659,15580,1558.0,1893,-846,1
3861,-2299,-3211,1613.5,16135,16250,6.8,7,7,11,184,18.4,0,0,0,1,1,235,23.5,2,11,10,10,7.2,19461,18434,1843.4,3211,2299,1
3862,1284,25,1583.3,15833,17979,7.0,5,5,4,196,19.6,0,0,1,0,1,202,20.2,2,0,3,3,6.8,17954,14549,1454.9,-25,-1284,1
3863,2449,1146,1806.2,18062,19711,7.4,9,9,10,223,22.3,2,1,1,0,0,233,23.3,0,2,4,4,7.2,18565,15613,1561.3,-1146,-2449,1
3864,-2928,-110,1431.8,14318,17405,7.0,2,2,3,207,20.7,1,1,0,1,0,240,24.0,0,10,4,4,7.0,17515,17246,1724.6,110,2928,0
3865,-1404,-509,1496.9,14969,16927,6.8,4,4,4,195,19.5,1,1,0,1,0,206,20.6,0,6,7,7,6.8,17436,16373,1637.3,509,1404,1
3866,3368,2352,1717.7,17177,19119,7.0,7,7,8,223,22.3,0,0,1,0,1,205,20.5,1,1,1,1,6.6,16767,13809,1380.9,-2352,-3368,1
3867,-985,-1441,1661.7,16617,17480,7.0,8,8,7,184,18.4,0,0,1,0,1,222,22.2,1,7,9,9,7.2,18921,17602,1760.2,1441,985,0
3868,383,1668,1690.8,16908,18246,7.2,8,8,7,208,20.8,0,0,1,0,1,182,18.2,1,14,9,9,6.6,16578,16525,1652.5,-1668,-383,0
3869,1773,1953,1841.9,18419,19957,7.6,9,9,6,246,24.6,2,1,0,1,0,244,24.4,0,7,5,5,6.8,18004,16646,1664.6,-1953,-1773,1
3870,-2365,-1443,1557.0,15570,15894,6.8,7,7,9,198,19.8,0,0,1,0,0,204,20.4,0,14,9,9,6.8,17337,17935,1793.5,1443,2365,0
3871,-2188,-1753,1501.6,15016,17172,6.8,3,3,3,216,21.6,0,0,0,1,1,217,21.7,1,11,10,10,7.0,18925,17204,1720.4,1753,2188,0
3872,-1506,-500,1440.2,14402,17604,7.0,2,2,2,193,19.3,1,1,1,0,0,227,22.7,0,6,4,4,6.8,18104,15908,1590.8,500,1506,1
3873,-6027,-3955,1499.9,14999,15530,6.4,6,6,6,192,19.2,1,1,0,1,0,228,22.8,0,24,16,16,7.4,19485,21026,2102.6,3955,6027,0
3874,-1887,-567,1514.9,15149,16969,6.8,4,4,4,217,21.7,1,1,1,0,0,241,24.1,0,9,7,7,6.8,17536,17036,1703.6,567,1887,0
3875,-839,-800,1576.1,15761,17003,6.6,5,5,7,187,18.7,1,1,1,0,0,206,20.6,1,9,6,6,7.2,17803,16600,1660.0,800,839,1
3876,-2484,-1989,1471.4,14714,17620,6.8,2,2,2,217,21.7,0,0,0,1,0,232,23.2,0,7,9,9,7.4,19609,17198,1719.8,1989,2484,0
3877,1087,-1278,1515.4,15154,15685,6.4,5,5,8,206,20.6,0,0,1,0,0,192,19.2,0,1,3,3,6.8,16963,14067,1406.7,1278,-1087,1
3878,8347,5234,2099.8,20998,19521,7.2,13,13,10,228,22.8,0,0,1,0,0,181,18.1,0,0,2,2,5.8,14287,12651,1265.1,-5234,-8347,1
3879,716,601,1760.7,17607,19309,7.2,9,9,7,212,21.2,0,0,1,0,1,204,20.4,1,6,7,7,7.2,18708,16891,1689.1,-601,-716,1
3880,-770,196,1514.1,15141,17975,6.8,6,6,2,196,19.6,0,0,0,1,1,178,17.8,1,10,7,7,6.8,17779,15911,1591.1,-196,770,0
3881,5154,3837,2128.5,21285,20332,7.4,16,16,12,229,22.9,1,1,0,1,0,174,17.4,0,6,7,7,6.8,16495,16131,1613.1,-3837,-5154,1
3882,1580,605,1698.4,16984,17014,6.8,9,9,7,214,21.4,0,0,0,1,0,194,19.4,0,8,5,5,6.8,16409,15404,1540.4,-605,-1580,1
3883,-2345,-2959,1348.9,13489,14875,6.0,3,3,2,192,19.2,0,0,0,1,1,198,19.8,1,5,6,6,6.8,17834,15834,1583.4,2959,2345,0
3884,758,502,1465.3,14653,17643,7.0,2,2,3,224,22.4,2,1,1,0,0,221,22.1,0,0,2,2,6.8,17141,13895,1389.5,-502,-758,1
3885,-3983,-3676,1533.5,15335,16838,6.4,4,4,3,187,18.7,0,0,0,1,0,242,24.2,0,9,12,12,7.4,20514,19318,1931.8,3676,3983,0
3886,-1448,-908,1585.3,15853,17174,7.0,5,5,3,192,19.2,0,0,1,0,1,197,19.7,2,11,8,8,7.0,18082,17301,1730.1,908,1448,1
3887,-2199,-2258,1547.6,15476,16691,6.8,6,6,5,198,19.8,0,0,0,1,1,218,21.8,1,10,10,10,7.2,18949,17675,1767.5,2258,2199,0
3888,464,1520,1521.1,15211,18741,7.0,4,4,3,200,20.0,2,1,1,0,0,242,24.2,0,2,3,3,6.8,17221,14747,1474.7,-1520,-464,1
3889,-1044,-487,1579.6,15796,17121,6.6,5,5,8,184,18.4,0,0,0,1,1,226,22.6,1,11,7,7,7.0,17608,16840,1684.0,487,1044,0
3890,-136,-807,1542.0,15420,18542,7.2,3,3,3,237,23.7,1,1,1,0,0,237,23.7,1,2,4,4,7.2,19349,15556,1555.6,807,136,0
3891,6387,3453,2096.1,20961,19939,7.6,13,13,14,225,22.5,1,1,1,0,0,182,18.2,1,2,3,3,6.6,16486,14574,1457.4,-3453,-6387,1
3892,-811,-410,1763.3,17633,18304,7.0,9,9,9,218,21.8,1,1,1,0,0,230,23.0,0,11,10,10,7.0,18714,18444,1844.4,410,811,0
3893,2179,2663,1664.7,16647,20048,7.4,4,4,5,240,24.0,1,1,1,0,0,226,22.6,0,1,2,2,6.8,17385,14468,1446.8,-2663,-2179,1
3894,-2749,-800,1414.1,14141,16555,6.6,2,2,1,211,21.1,0,0,0,1,0,206,20.6,0,14,8,8,6.8,17355,16890,1689.0,800,2749,1
3895,825,1066,1637.4,16374,18573,7.0,4,4,3,263,26.3,1,1,0,1,0,253,25.3,0,6,3,3,6.6,17507,15549,1554.9,-1066,-825,1
3896,1294,453,1712.5,17125,17861,7.0,10,10,6,210,21.0,0,0,0,1,1,223,22.3,1,3,4,4,7.0,17408,15831,1583.1,-453,-1294,0
3897,-1814,-2306,1553.1,15531,17609,7.0,4,4,6,218,21.8,0,0,0,1,1,256,25.6,1,5,5,5,7.4,19915,17345,1734.5,2306,1814,0
3898,3048,472,1852.9,18529,18907,7.0,6,6,14,252,25.2,1,1,1,0,0,203,20.3,0,6,4,4,7.0,18435,15481,1548.1,-472,-3048,1
3899,-4637,-3355,1445.0,14450,15750,6.4,4,4,2,186,18.6,0,0,0,1,0,210,21.0,0,19,14,14,7.2,19105,19087,1908.7,3355,4637,0
3900,2363,2162,1818.5,18185,19645,7.4,11,11,11,204,20.4,2,1,0,1,0,204,20.4,0,7,6,6,7.0,17483,15822,1582.2,-2162,-2363,0
3901,-89,-41,1542.3,15423,18346,7.0,3,3,2,244,24.4,0,0,0,1,1,228,22.8,1,3,5,5,7.0,18387,15512,1551.2,41,89,0
3902,-1749,-1502,1467.5,14675,18039,7.0,1,1,2,231,23.1,2,1,1,0,0,264,26.4,0,2,3,3,7.4,19541,16424,1642.4,1502,1749,0
3903,4246,3880,1872.2,18722,18618,7.2,12,12,11,212,21.2,1,1,1,0,0,176,17.6,0,6,3,3,6.0,14738,14476,1447.6,-3880,-4246,1
3904,-837,-451,1442.1,14421,18228,7.0,2,2,1,234,23.4,1,0,1,0,1,229,22.9,1,1,2,2,7.0,18679,15258,1525.8,451,837,0
3905,1068,1295,1753.2,17532,18592,7.2,9,9,6,233,23.3,0,0,1,0,0,200,20.0,0,10,8,8,6.8,17297,16464,1646.4,-1295,-1068,1
3906,4290,1900,1927.1,19271,18923,7.2,10,10,14,245,24.5,1,0,1,0,0,193,19.3,0,7,4,4,6.8,17023,14981,1498.1,-1900,-4290,1
3907,-942,244,1865.5,18655,18368,6.8,12,12,16,173,17.3,1,1,1,0,0,226,22.6,0,15,12,12,6.8,18124,19597,1959.7,-244,942,0
3908,-5120,-2590,1416.4,14164,16392,6.8,2,2,2,202,20.2,1,0,0,1,0,232,23.2,0,18,11,11,7.2,18982,19284,1928.4,2590,5120,0
3909,-3638,-1582,1447.6,14476,15711,6.4,4,4,2,180,18.0,1,0,0,1,0,189,18.9,0,13,14,14,7.0,17293,18114,1811.4,1582,3638,0
3910,694,1305,1833.9,18339,19803,7.4,8,8,12,232,23.2,1,0,1,0,1,245,24.5,1,10,7,7,7.4,18498,17645,1764.5,-1305,-694,1
3911,555,-1022,1745.0,17450,17226,6.6,5,5,9,226,22.6,2,1,0,1,0,232,23.2,0,12,6,6,7.0,18248,16895,1689.5,1022,-555,1
3912,134,-1142,1638.1,16381,18126,7.0,7,7,6,221,22.1,0,0,1,0,1,231,23.1,2,3,5,5,7.2,19268,16247,1624.7,1142,-134,0
3913,-1257,-1406,1544.6,15446,16681,6.6,5,5,1,183,18.3,0,0,1,0,1,186,18.6,1,5,7,7,6.8,18087,16703,1670.3,1406,1257,1
3914,-1187,-1058,1497.0,14970,16402,6.6,3,3,1,208,20.8,1,1,0,1,0,208,20.8,0,6,7,7,6.8,17460,16157,1615.7,1058,1187,1
3915,-2625,-3375,1471.1,14711,16207,6.6,2,2,3,221,22.1,0,0,1,0,1,244,24.4,1,5,7,7,7.6,19582,17336,1733.6,3375,2625,0
3916,-55,-298,1721.9,17219,18432,7.2,8,8,8,212,21.2,0,0,0,1,1,251,25.1,1,7,7,7,7.0,18730,17274,1727.4,298,55,1
3917,2585,2288,1801.0,18010,19401,7.2,7,7,9,239,23.9,1,0,1,0,1,226,22.6,1,5,5,5,6.6,17113,15425,1542.5,-2288,-2585,1
3918,5186,2739,1970.8,19708,18711,7.2,13,13,15,201,20.1,1,1,0,1,0,170,17.0,0,4,6,6,6.4,15972,14522,1452.2,-2739,-5186,1
3919,2492,1176,1682.5,16825,18820,7.0,6,6,6,247,24.7,1,1,1,0,0,205,20.5,0,2,2,2,7.0,17644,14333,1433.3,-1176,-2492,1
3920,1371,2146,1475.5,14755,18264,6.8,1,1,1,223,22.3,1,0,1,0,0,230,23.0,0,0,0,0,6.2,16118,13384,1338.4,-2146,-1371,1
3921,1635,1705,1759.2,17592,18440,7.0,8,8,11,224,22.4,0,0,1,0,0,195,19.5,0,7,7,7,6.4,16735,15957,1595.7,-1705,-1635,1
3922,-2885,-3602,1535.1,15351,16664,6.6,5,5,5,179,17.9,0,0,0,1,1,222,22.2,2,8,10,10,7.2,20266,18236,1823.6,3602,2885,0
3923,2360,1439,1778.7,17787,18660,7.2,7,7,7,232,23.2,1,1,1,0,0,161,16.1,0,6,5,5,6.6,17221,15427,1542.7,-1439,-2360,0
3924,421,-160,1503.1,15031,17787,6.8,2,2,2,246,24.6,0,0,0,1,1,239,23.9,1,1,1,1,6.8,17947,14610,1461.0,160,-421,1
3925,-1207,-2081,1540.7,15407,16669,6.6,4,4,4,223,22.3,0,0,1,0,0,226,22.6,0,4,7,7,7.4,18750,16614,1661.4,2081,1207,1
3926,-1195,-56,1456.9,14569,17180,6.6,4,4,4,194,19.4,0,0,0,1,1,194,19.4,1,6,5,5,6.6,17236,15764,1576.4,56,1195,0
3927,-2343,-2076,1645.2,16452,17156,6.8,7,7,7,191,19.1,1,1,1,0,0,261,26.1,1,5,9,9,7.2,19232,18795,1879.5,2076,2343,1
3928,3156,3919,1743.7,17437,18302,7.2,3,3,3,255,25.5,1,1,0,1,0,196,19.6,0,6,4,4,6.0,14383,14281,1428.1,-3919,-3156,1
3929,-2277,-1804,1466.5,14665,15242,6.6,5,5,4,188,18.8,0,0,0,1,0,225,22.5,0,6,8,8,6.6,17046,16942,1694.2,1804,2277,1
3930,3354,2318,1839.5,18395,19241,7.0,6,6,8,236,23.6,1,1,1,0,0,185,18.5,0,6,4,4,6.8,16923,15041,1504.1,-2318,-3354,1
3931,4060,3257,1696.1,16961,19188,7.2,7,7,5,245,24.5,0,0,1,0,0,176,17.6,0,1,1,1,6.4,15931,12901,1290.1,-3257,-4060,1
3932,-4043,-4142,1401.1,14011,15027,6.4,3,3,2,197,19.7,0,0,0,1,1,207,20.7,1,6,7,7,7.2,19169,18054,1805.4,4142,4043,0
3933,659,-111,1687.1,16871,18870,7.2,5,5,8,227,22.7,0,0,0,1,1,238,23.8,1,5,5,5,7.0,18981,16212,1621.2,111,-659,1
3934,-3290,-2697,1612.5,16125,17377,6.8,7,7,5,196,19.6,0,0,1,0,0,231,23.1,0,14,12,12,7.2,20074,19415,1941.5,2697,3290,0
3935,-3660,-3282,1377.3,13773,16568,6.6,2,2,2,192,19.2,0,0,0,1,1,239,23.9,1,8,10,10,7.6,19850,17433,1743.3,3282,3660,0
3936,-913,-192,1845.8,18458,18924,7.0,9,9,15,243,24.3,0,0,1,0,0,231,23.1,0,20,12,12,7.2,19116,19371,1937.1,192,913,1
3937,585,570,1625.8,16258,18533,7.0,5,5,4,255,25.5,0,0,0,1,0,180,18.0,0,9,6,6,6.8,17963,15673,1567.3,-570,-585,0
3938,1176,3600,1699.7,16997,20958,7.8,9,9,8,222,22.2,1,1,0,1,0,196,19.6,1,9,5,5,6.8,17358,15821,1582.1,-3600,-1176,1
3939,-3505,-778,1535.6,15356,18213,7.2,3,3,3,186,18.6,1,0,0,1,1,247,24.7,1,10,9,9,7.2,18991,18861,1886.1,778,3505,0
3940,4909,2760,1887.0,18870,18945,7.0,9,9,9,252,25.2,1,0,1,0,1,202,20.2,1,1,2,2,6.6,16185,13961,1396.1,-2760,-4909,1
3941,-1003,-1777,1563.9,15639,16156,6.6,5,5,6,196,19.6,0,0,0,1,1,204,20.4,1,7,7,7,6.8,17933,16642,1664.2,1777,1003,0
3942,84,992,1963.2,19632,20057,7.6,15,15,14,228,22.8,1,1,0,1,0,237,23.7,0,9,12,12,7.2,19065,19548,1954.8,-992,-84,0
3943,330,-308,1694.2,16942,17991,7.2,6,6,12,247,24.7,1,1,0,1,0,192,19.2,1,6,7,7,7.0,18299,16612,1661.2,308,-330,0
3944,974,-1050,1707.7,17077,16354,6.6,8,8,14,171,17.1,0,0,1,0,1,200,20.0,1,4,7,7,6.8,17404,16103,1610.3,1050,-974,0
3945,3331,1795,2026.9,20269,20117,7.4,14,14,16,242,24.2,1,1,1,0,0,192,19.2,0,7,7,7,7.0,18322,16938,1693.8,-1795,-3331,0
3946,4371,2705,1907.9,19079,20020,7.4,9,9,13,249,24.9,1,1,1,0,0,237,23.7,0,2,2,2,6.8,17315,14708,1470.8,-2705,-4371,1
3947,-1754,-211,1581.5,15815,16869,6.6,6,6,6,196,19.6,1,1,0,1,0,201,20.1,0,10,10,10,6.6,17080,17569,1756.9,211,1754,1
3948,381,108,1697.0,16970,17789,6.8,3,3,3,252,25.2,1,0,1,0,1,199,19.9,1,9,6,6,7.0,17681,16589,1658.9,-108,-381,0
3949,2321,1274,1806.4,18064,19192,7.2,9,9,10,252,25.2,0,0,1,0,1,198,19.8,1,5,7,7,6.8,17918,15743,1574.3,-1274,-2321,1
3950,1574,1353,1716.9,17169,18362,7.0,5,5,5,239,23.9,0,0,0,1,1,252,25.2,2,3,2,2,6.4,17009,15595,1559.5,-1353,-1574,1
3951,188,-1124,1641.3,16413,16989,6.8,7,7,8,209,20.9,1,1,0,1,0,248,24.8,0,6,4,4,6.8,18113,16225,1622.5,1124,-188,0
3952,679,-691,1546.4,15464,17053,6.8,6,6,7,219,21.9,1,1,0,1,0,220,22.0,1,2,3,3,6.8,17744,14785,1478.5,691,-679,1
3953,-475,-1451,1560.0,15600,16815,6.6,5,5,10,207,20.7,1,1,1,0,0,233,23.3,0,4,5,5,6.8,18266,16075,1607.5,1451,475,0
3954,-3276,-2790,1380.2,13802,15859,6.2,1,1,1,216,21.6,0,0,0,1,1,217,21.7,1,9,9,9,7.0,18649,17078,1707.8,2790,3276,0
3955,-1520,-613,1503.3,15033,16265,6.6,3,3,4,226,22.6,0,0,1,0,0,201,20.1,0,14,7,7,6.6,16878,16553,1655.3,613,1520,0
3956,1349,924,1680.3,16803,18053,7.0,5,5,4,251,25.1,1,1,1,0,0,182,18.2,0,6,6,6,6.8,17129,15454,1545.4,-924,-1349,1
3957,-352,176,1544.4,15444,18334,7.0,4,4,7,215,21.5,1,1,1,0,0,257,25.7,0,3,2,2,6.8,18158,15796,1579.6,-176,352,0
3958,-987,89,1765.9,17659,18496,7.0,7,7,11,244,24.4,0,0,0,1,1,206,20.6,2,17,11,11,7.2,18407,18646,1864.6,-89,987,1
3959,520,897,1872.0,18720,19060,7.2,10,10,18,232,23.2,0,0,1,0,1,202,20.2,2,9,9,9,7.0,18163,18200,1820.0,-897,-520,1
3960,1181,-683,1763.9,17639,17826,7.0,6,6,5,247,24.7,1,1,1,0,0,240,24.0,1,6,5,5,7.2,18509,16458,1645.8,683,-1181,0
3961,2516,1053,1730.7,17307,18013,7.0,8,8,12,249,24.9,0,0,1,0,1,203,20.3,1,3,4,4,6.6,16960,14791,1479.1,-1053,-2516,1
